ADVERTISER,BRAND,MEDIA_GROUP,MEDIA,MEDIA_OWNER,DOW,NATIONAL/LOCAL,MARKET,PROGRAM,PROGRAM_GENRE,DAYPART,PROPERTY,JAN_2025__$,JAN_2025__UNITS,FEB_2025__$,FEB_2025__UNITS,MAR_2025__$,MAR_2025__UNITS,APR_2025__$,APR_2025__UNITS,MAY_2025__$,MAY_2025__UNITS,JUNE_2025__$,JUNE_2025__UNITS,JUL_2025__$,JUL_2025__UNITS,AUG_2025__$,AUG_2025__UNITS,SEPT_2025__$,SEPT_2025__UNITS,OCT_2025__$,OCT_2025__UNITS,TOTAL_$,TOTAL_UNITS
Jack Links,Jack Links,Television,Cable TV,Kroenke Sports & Entertainment Llc,Tuesday,NATIONAL,* TOTAL US,FOWL LIFE WITH CHAD BELD,ENTERTAINMENT,Overnight,TOC,,,,,30,2,,,,,,,,,,,,,,,30,2
Jack Links,Jack Links,Television,Cable TV,Kroenke Sports & Entertainment Llc,Wednesday,NATIONAL,* TOTAL US,FOWL LIFE WITH CHAD BELD,ENTERTAINMENT,Early Morning,TOC,,,,,26,2,,,,,,,,,,,,,,,26,2
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Prime Time,ESP2,,,,,,,,,"7,310",1,,,,,,,,,,,"7,310",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Prime Time,ESPN,,,,,,,,,"161,565",1,,,,,,,,,,,"161,565",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Overnight,ESPN,,,,,,,,,"3,472",1,,,,,,,,,,,"3,472",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Early News,ESPN,,,,,,,,,"8,580",1,,,,,,,,,,,"8,580",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Monday,NATIONAL,* TOTAL US,SPORTSCENTER/SCOTT VAN P,SPORTS,Overnight,ESPN,,,,,,,"10,371",2,,,,,,,,,,,,,"10,371",2
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Prime Time,ESP2,,,,,,,,,"7,310",1,,,,,,,,,,,"7,310",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Prime Time,ESPN,,,,,,,,,"161,565",1,,,,,,,,,,,"161,565",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Overnight,ESPN,,,,,,,,,"3,472",1,,,,,,,,,,,"3,472",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Tuesday,NATIONAL,* TOTAL US,SPORTSCENTER/SCOTT VAN P,SPORTS,Early Morning,ESPN,,,,,,,"1,997",1,,,,,,,,,,,,,"1,997",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Wednesday,NATIONAL,* TOTAL US,NFL LIVE/CABLE,SPORTS,Early Fringe,ESPN,,,,,,,"7,725",1,,,,,,,,,,,,,"7,725",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Thursday,NATIONAL,* TOTAL US,GET UP!,SPORTS,Early Morning,ESPN,,,,,,,"3,304",1,,,,,,,,,,,,,"3,304",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Thursday,NATIONAL,* TOTAL US,NFL LIVE/CABLE,SPORTS,Afternoon,ESPN,,,,,,,"6,828",1,,,,,,,,,,,,,"6,828",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Thursday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Overnight,ESPN,,,,,,,,,"1,940",1,,,,,,,,,,,"1,940",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Friday,NATIONAL,* TOTAL US,GET UP!,SPORTS,Early Morning,ESPN,,,,,,,"3,304",1,,,,,,,,,,,,,"3,304",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Friday,NATIONAL,* TOTAL US,NBA BSKB PLAYOFFS,SPORTS,Prime Time,ESPN,,,,,,,"115,943",1,,,,,,,,,,,,,"115,943",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Friday,NATIONAL,* TOTAL US,NFL LIVE/CABLE,SPORTS,Afternoon,ESPN,,,,,,,"6,828",1,,,,,,,,,,,,,"6,828",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Friday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Early Morning,ESPN,,,,,,,"1,997",1,"1,786",1,,,,,,,,,,,"3,783",2
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Friday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Overnight,ESPN,,,,,,,"10,371",2,,,,,,,,,,,,,"10,371",2
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,NFL DRAFT,SPORTS,Early Fringe,ESPN,,,,,,,"28,572",1,,,,,,,,,,,,,"28,572",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,NFL DRAFT,SPORTS,Saturday Morning,ESPN,,,,,,,"28,572",1,,,,,,,,,,,,,"28,572",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,NFL DRAFT,SPORTS,Weekend Afternoon,ESPN,,,,,,,"28,572",1,,,,,,,,,,,,,"28,572",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Prime Time,ESPN,,,,,,,"7,966",1,,,,,,,,,,,,,"7,966",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Late Fringe,ESPN,,,,,,,"8,604",1,,,,,,,,,,,,,"8,604",1
Jack Links,Jack Links Duos,Television,Cable TV,Walt Disney Co,Saturday,NATIONAL,* TOTAL US,SPORTSCENTER,SPORTS,Overnight,ESPN,,,,,,,"1,767",1,,,,,,,,,,,,,"1,767",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,STANLEY CUP FINALS GM,SPORTS,Prime Time,TNT,,,,,,,,,,,"81,007",1,,,,,,,,,"81,007",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,STANLEY CUP FINALS GM,SPORTS,Prime Time,TRU,,,,,,,,,,,"8,101",1,,,,,,,,,"8,101",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,STANLEY CUP PLAYOFFS,SPORTS,Prime Time,TNT,,,,,,,,,"34,593",1,,,,,,,,,,,"34,593",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,STANLEY CUP PLAYOFFS,SPORTS,Prime Time,TRU,,,,,,,,,"2,145",1,,,,,,,,,,,"2,145",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,STANLEY CUP FINALS GM,SPORTS,Prime Time,TNT,,,,,,,,,,,"81,007",1,,,,,,,,,"81,007",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,STANLEY CUP FINALS GM,SPORTS,Prime Time,TRU,,,,,,,,,,,"8,101",1,,,,,,,,,"8,101",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,STANLEY CUP PLAYOFFS,SPORTS,Prime Time,TNT,,,,,,,,,"34,593",1,,,,,,,,,,,"34,593",1
Jack Links,Jack Links Duos,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,STANLEY CUP PLAYOFFS,SPORTS,Prime Time,TRU,,,,,,,,,"2,145",1,,,,,,,,,,,"2,145",1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Monday,LOCAL,CHARLOTTE,,,Morning Drive,WSOC-FM,,,,,,,,,,,,,,,,,,,99,1,99,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Monday,LOCAL,DETROIT,,,Morning Drive,WDMK-FM,,,,,,,,,,,,,,,,,,,100,2,100,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Monday,LOCAL,TAMPA,,,Morning Drive,WLLD-FM,,,,,,,,,,,,,,,,,,,149,2,149,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,CHARLOTTE,,,Overnight,WSOC-FM,,,,,,,,,,,,,,,,,1,1,,,1,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,CHARLOTTE,,,Morning Drive,WBAV-FM,,,,,,,,,,,,,,,,,,,318,2,318,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,CHARLOTTE,,,Morning Drive,WNKS-FM,,,,,,,,,,,,,,,,,,,74,1,74,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,DETROIT,,,Overnight,WDMK-FM,,,,,,,,,,,,,,,,,2,1,,,2,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,DETROIT,,,Overnight,WRIF-FM,,,,,,,,,,,,,,,,,2,1,,,2,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,DETROIT,,,Morning Drive,WDMK-FM,,,,,,,,,,,,,,,,,,,50,1,50,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,FT MYERS,,,Overnight,WXKB-FM,,,,,,,,,,,,,,,,,0,1,,,0,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,TAMPA,,,Overnight,WLLD-FM,,,,,,,,,,,,,,,,,1,1,,,1,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Tuesday,LOCAL,TAMPA,,,Morning Drive,WLLD-FM,,,,,,,,,,,,,,,,,,,149,2,149,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Wednesday,LOCAL,CHARLOTTE,,,Morning Drive,WBAV-FM,,,,,,,,,,,,,,,,,,,159,1,159,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Wednesday,LOCAL,FT MYERS,,,Morning Drive,WXKB-FM,,,,,,,,,,,,,,,,,,,0,1,0,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Wednesday,LOCAL,TAMPA,,,Morning Drive,WLLD-FM,,,,,,,,,,,,,,,,,,,76,2,76,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Thursday,LOCAL,FT MYERS,,,Overnight,WXKB-FM,,,,,,,,,,,,,,,,,,,0,1,0,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Thursday,LOCAL,TAMPA,,,Morning Drive,WLLD-FM,,,,,,,,,,,,,,,,,,,149,2,149,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Friday,LOCAL,CHARLOTTE,,,Morning Drive,WBAV-FM,,,,,,,,,,,,,,,,,,,159,1,159,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Friday,LOCAL,DETROIT,,,Morning Drive,WDMK-FM,,,,,,,,,,,,,,,,,,,50,1,50,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Saturday,LOCAL,DETROIT,,,Morning Drive,WDMK-FM,,,,,,,,,,,,,,,,,,,35,2,35,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Saturday,LOCAL,FT MYERS,,,Morning Drive,WXKB-FM,,,,,,,,,,,,,,,,,,,3,1,3,1
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Sunday,LOCAL,DETROIT,,,Overnight,WRIF-FM,,,,,,,,,,,,,,,,,,,4,2,4,2
Chomps,Chomps,Radio,Local Radio,Beasley Broadcast Group,Sunday,LOCAL,DETROIT,,,Morning Drive,WCSX-FM,,,,,,,,,,,,,,,,,,,23,1,23,1
Jack Links,Jack Links,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,DALLAS,,,Morning Drive,KRLD-FM,,,,,,,,,,,,,,,,,,,41,1,41,1
Jack Links,Jack Links,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,DALLAS,,,Mid-day,KRLD-FM,30,1,,,,,,,,,,,,,,,55,2,83,2,167,5
Jack Links,Jack Links,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,DALLAS,,,Afternoon Drive,KRLD-FM,,,,,,,,,,,,,,,,,27,1,,,27,1
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Monday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,156,1,153,1,,,,,,,,,,,,,,,,,308,2
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Monday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,101,5,133,5,,,,,114,6,,,,,,,,,,,347,16
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Tuesday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,,,,,29,1,77,5,114,6,,,,,,,,,,,219,12
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Wednesday,LOCAL,MINNEAPOLIS,,,Overnight,KFXN-FM,,,,,,,6,1,,,,,,,,,,,,,6,1
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Wednesday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,156,1,153,1,,,,,,,,,,,,,,,,,308,2
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Wednesday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,40,2,186,7,88,3,31,2,151,8,,,,,,,,,,,496,22
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Thursday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,,,,,,,155,1,,,,,,,,,,,,,155,1
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Thursday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,,,80,3,,,77,5,95,5,,,,,,,,,,,251,13
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Friday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,156,1,,,176,1,,,,,,,,,,,,,,,332,2
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Friday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,20,1,80,3,205,7,61,4,,,,,,,,,,,,,366,15
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Saturday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,,,,,,,25,1,,,,,,,,,,,,,25,1
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Saturday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,,,,,,,123,5,170,6,,,,,,,,,,,293,11
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Sunday,LOCAL,MINNEAPOLIS,,,Mid-day,KFXN-FM,,,,,,,49,2,,,,,,,,,,,,,49,2
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Sunday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,KFXN-FM,,,,,193,4,98,4,,,,,,,,,,,,,291,8
Jack Links,Jack Links,Radio,Local Radio,iHeartMedia Inc,Sunday,LOCAL,MINNEAPOLIS,,,Evening,KFXN-FM,,,157,3,385,8,,,,,,,,,,,,,,,543,11
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,BOSTON,,,Morning Drive,WBGB-FM,,,,,,,,,,,,,,,,,537,4,,,537,4
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,BOSTON,,,Morning Drive,WMJX-FM,,,,,,,,,,,,,,,,,223,1,,,223,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,BOSTON,,,Morning Drive,WWBX-FM,,,,,,,,,,,,,,,,,366,1,,,366,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,LOS ANGELES,,,Mid-day,KNX-AM,,,,,,,,,,,,,,,,,627,2,,,627,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MEMPHIS,,,Overnight,WLFP-FM,,,,,,,,,,,,,,,,,0,1,,,0,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,,,120,7,,,120,7
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,,,462,5,,,462,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,,,49,3,,,49,3
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MINNEAPOLIS,,,Overnight,WCCO-AM,,,,,,,,,,,,,,,,,16,2,,,16,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Monday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,"1,252",12,,,"1,252",12
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,LOS ANGELES,,,Morning Drive,KNX-AM,,,,,,,,,,,,,,,,,20,1,,,20,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,LOS ANGELES,,,Evening,KNX-AM,,,,,,,,,,,,,,,,,194,2,,,194,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MEMPHIS,,,Overnight,WMFS-FM,,,,,,,,,,,,,,,,,3,1,,,3,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MEMPHIS,,,Overnight,WRVR-FM,,,,,,,,,,,,,,,,,2,1,,,2,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,,,65,4,,,65,4
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,,,294,5,,,294,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,,,16,1,,,16,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MINNEAPOLIS,,,Overnight,WCCO-AM,,,,,,,,,,,,,,,,,8,1,,,8,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,623,7,,,623,7
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Tuesday,LOCAL,MINNEAPOLIS,,,Mid-day,WCCO-AM,,,,,,,,,,,,,,,,,132,2,,,132,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Wednesday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,,,58,3,,,58,3
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Wednesday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,,,572,8,,,572,8
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Wednesday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,955,6,,,955,6
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Wednesday,LOCAL,MINNEAPOLIS,,,Mid-day,WCCO-AM,,,,,,,,,,,,,,,,,71,1,,,71,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Thursday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,,,81,6,,,81,6
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Thursday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,108,1,202,4,,,310,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Thursday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,16,1,,,,,16,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Thursday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,"1,076",7,,,"1,076",7
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,LOS ANGELES,,,Morning Drive,KNX-AM,,,,,,,,,,,,,,,21,1,,,,,21,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,18,1,102,6,,,120,7
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,,,369,4,,,369,4
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,,,90,5,,,90,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MEMPHIS,,,Mid-day,WRVR-FM,,,,,,,,,,,,,,,,,75,1,,,75,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MINNEAPOLIS,,,Overnight,WCCO-AM,,,,,,,,,,,,,,,,,8,1,,,8,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,216,2,804,7,,,"1,020",9
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Friday,LOCAL,MINNEAPOLIS,,,Mid-day,WCCO-AM,,,,,,,,,,,,,,,,,306,5,,,306,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,LOS ANGELES,,,Overnight,KNX-AM,,,,,,,,,,,,,,,21,1,,,,,21,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,LOS ANGELES,,,Mid-day,KNX-AM,,,,,,,,,,,,,,,132,1,412,3,,,544,4
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,LOS ANGELES,,,Evening,KNX-AM,,,,,,,,,,,,,,,,,130,1,,,130,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,,,15,2,,,15,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Morning Drive,WRVR-FM,,,,,,,,,,,,,,,61,2,123,4,,,183,6
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,14,2,30,4,,,44,6
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Mid-day,WRVR-FM,,,,,,,,,,,,,,,61,2,61,2,,,122,4
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Afternoon Drive,WLFP-FM,,,,,,,,,,,,,,,7,1,7,1,,,14,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Afternoon Drive,WRVR-FM,,,,,,,,,,,,,,,30,1,66,2,,,97,3
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MEMPHIS,,,Evening,WRVR-FM,,,,,,,,,,,,,,,,,31,1,,,31,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MINNEAPOLIS,,,Overnight,WCCO-AM,,,,,,,,,,,,,,,,,8,1,,,8,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,37,2,,,37,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MINNEAPOLIS,,,Mid-day,WCCO-AM,,,,,,,,,,,,,,,58,3,72,4,,,131,7
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MINNEAPOLIS,,,Afternoon Drive,WCCO-AM,,,,,,,,,,,,,,,39,2,127,7,,,166,9
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Saturday,LOCAL,MINNEAPOLIS,,,Evening,WCCO-AM,,,,,,,,,,,,,,,,,17,1,,,17,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,BOSTON,,,Morning Drive,WMJX-FM,,,,,,,,,,,,,,,,,68,1,,,68,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,BOSTON,,,Mid-day,WMJX-FM,,,,,,,,,,,,,,,,,68,1,,,68,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,BOSTON,,,Afternoon Drive,WBGB-FM,,,,,,,,,,,,,,,,,43,1,,,43,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Morning Drive,WLFP-FM,,,,,,,,,,,,,,,14,2,8,1,,,22,3
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Mid-day,WLFP-FM,,,,,,,,,,,,,,,7,1,34,5,,,41,6
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Mid-day,WRVR-FM,,,,,,,,,,,,,,,,,163,5,,,163,5
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Afternoon Drive,WLFP-FM,,,,,,,,,,,,,,,,,16,2,,,16,2
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Afternoon Drive,WRVR-FM,,,,,,,,,,,,,,,,,36,1,,,36,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MEMPHIS,,,Evening,WRVR-FM,,,,,,,,,,,,,,,,,31,1,,,31,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MINNEAPOLIS,,,Overnight,WCCO-AM,,,,,,,,,,,,,,,8,1,,,,,8,1
Country Archer,Country Archer,Radio,Local Radio,Audacy Inc,Sunday,LOCAL,MINNEAPOLIS,,,Morning Drive,WCCO-AM,,,,,,,,,,,,,,,,,64,4,,,64,4
